AssetID,Site,County,Land_use,IUCN_habitat_realm,IUCN_habitat_biome,IUCN_habitat_EFG,Fossitt,Area_m2,Area_ha,Percent_Cover_m2
BAWS504,A,Cork,Commercial forestry,Terrestrial,T3,T3.3,WS5,197822,20,4.504303887
BAWS502,A,Cork,Commercial forestry,Terrestrial,T3,T3.3,WS5,94268,10,2.146433252
BAWD401,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,86065,9,1.959655215
BAWD402,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,5849,1,0.133178683
BAWD403,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,63910,6,1.455197407
BAWD404,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,52533,5,1.196149044
BAWD405,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,47913,5,1.09095405
BAWD406,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,62600,6,1.425369389
BAWD407,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,70643,7,1.608504309
BAWD408,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,77331,8,1.760786585
BAWD409,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,86748,9,1.97520677
BAWD410,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,8881,1,0.202215744
BAWD411,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,100645,10,2.29163422
BAWD412,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,103839,10,2.364359936
BAWD413,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,38550,4,0.877763418
BAWD415,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,21202,2,0.482758495
BAWD416,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,263047,26,5.989443159
BAWD418,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,247851,25,5.643438155
BAWD419,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,224153,22,5.10384704
BAWD421,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,41690,4,0.949259582
BAWD423,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,80294,8,1.828252552
BAWD424,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,38301,4,0.872093818
BAWD425,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,37553,4,0.855062247
BAWD427,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,114594,11,2.609245684
BAWD428,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,91938,9,2.093380366
BAWD429,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,154481,16,3.517451895
BAWD430,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,72623,7,1.653587878
BAWD433,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,369474,37,8.412730507
BAWD434,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,41855,4,0.953016546
BAWD435,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,134711,14,3.067299294
BAWD436,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,125177,13,2.85021508
BAWD437,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,103040,10,2.346167123
BAWD438,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,23025,2,0.524267255
BAWD440,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,21669,2,0.493391842
BAWD441,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,78788,8,1.793961716
BAWD443,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,45183,5,1.028793372
BAWD444,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,52735,5,1.200748478
BAWD445,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,19863,2,0.452270163
BAWD447,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,85412,9,1.944786746
BAWD448,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,46947,5,1.068958734
BAWD450,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,16078,2,0.366087684
BAWD451,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,5392,1,0.122773031
BAWD453,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,61091,6,1.391010245
BAWD454,A,Cork,Commercial forestry,Terrestrial,T7,T7.3,WD4,1585,0,0.036089624
BAHH105,A,Cork,Commercial forestry,Terrestrial,T3,T3.3,HH1,348619,35,7.937873021
BAGS201,A,Cork,Commercial forestry,Terrestrial,T7,T7.5,GS2,653,0,0.01486847
BAGS203,A,Cork,Commercial forestry,Terrestrial,T7,T7.5,GS2,668,0,0.015210012
BAGS205,A,Cork,Commercial forestry,Terrestrial,T7,T7.5,GS2,2243,0,0.051071942
BAGS207,A,Cork,Commercial forestry,Terrestrial,T7,T7.5,GS2,4526,0,0.103054662
BAGS209,A,Cork,Commercial forestry,Terrestrial,T7,T7.5,GS2,4094,0,0.093218247
BAGS211,A,Cork,Commercial forestry,Terrestrial,T7,T7.5,GS2,4379,0,0.099707549
BAGS215,A,Cork,Commercial forestry,Terrestrial,T7,T7.5,GS2,2376,0,0.054100282
BAGS217,A,Cork,Commercial forestry,Terrestrial,T7,T7.5,GS2,2452,0,0.055830763
BAGS218,A,Cork,Commercial forestry,Terrestrial,T7,T7.5,GS2,2094,0,0.047679289
BAGS220,A,Cork,Commercial forestry,Terrestrial,T7,T7.5,GS2,8079,1,0.183954621
BAGS222,A,Cork,Commercial forestry,Terrestrial,T7,T7.5,GS2,2199,0,0.050070084
BAGS223,A,Cork,Commercial forestry,Terrestrial,T7,T7.5,GS2,16991,2,0.386876219
BAGS225,A,Cork,Commercial forestry,Terrestrial,T7,T7.5,GS2,1764,0,0.040165361
BAGS226,A,Cork,Commercial forestry,Terrestrial,T7,T7.5,GS2,2691,0,0.061272668
BAGS227,A,Cork,Commercial forestry,Terrestrial,T7,T7.5,GS2,484,0,0.011020428
BAGS228,A,Cork,Commercial forestry,Terrestrial,T7,T7.5,GS2,3850,0,0.087662494
BAGS229,A,Cork,Commercial forestry,Terrestrial,T7,T7.5,GS2,3334,0,0.075913443
BAGS230,A,Cork,Commercial forestry,Terrestrial,T7,T7.5,GS2,315,0,0.007172386
BAED3HH102,A,Cork,Commercial forestry,Terrestrial,T7,T7.4,ED3/HH1,6514,1,0.148320387
BAED3HH103,A,Cork,Commercial forestry,Terrestrial,T7,T7.4,ED3/HH1,9776,1,0.222594427
BAED3HH104,A,Cork,Commercial forestry,Terrestrial,T7,T7.4,ED3/HH1,4767,0,0.108542107
BAED3HH108,A,Cork,Commercial forestry,Terrestrial,T7,T7.4,ED3/HH1,6613,1,0.150574565
BAED3HH112,A,Cork,Commercial forestry,Terrestrial,T7,T7.4,ED3/HH1,6980,1,0.158930964
BAED3HH114,A,Cork,Commercial forestry,Terrestrial,T7,T7.4,ED3/HH1,7721,1,0.175803148
BAED3HH116,A,Cork,Commercial forestry,Terrestrial,T7,T7.4,ED3/HH1,10552,1,0.240263543
BAED3HH118,A,Cork,Commercial forestry,Terrestrial,T7,T7.4,ED3/HH1,31515,3,0.717580133
BAED3HH119,A,Cork,Commercial forestry,Terrestrial,T7,T7.4,ED3/HH1,12527,1,0.285233264
BAED3HH122,A,Cork,Commercial forestry,Terrestrial,T7,T7.4,ED3/HH1,18437,2,0.419800885
BAED3HH123,A,Cork,Commercial forestry,Terrestrial,T7,T7.4,ED3/HH1,20528,2,0.467411866
BAED302,A,Cork,Commercial forestry,Terrestrial,T7,T7.4,ED3,2377,0,0.054123052
BAED303,A,Cork,Commercial forestry,Terrestrial,T7,T7.4,ED3,3526,0,0.080285183
BAED304,A,Cork,Commercial forestry,Terrestrial,T7,T7.4,ED3,692,0,0.01575648
BAED306,A,Cork,Commercial forestry,Terrestrial,T7,T7.4,ED3,1779,0,0.040506903
BAED307,A,Cork,Commercial forestry,Terrestrial,T7,T7.4,ED3,1025,0,0.023338716
BAED201,A,Cork,Commercial forestry,Terrestrial,T7,T7.4,ED2,443,0,0.010086879
BAED202,A,Cork,Commercial forestry,Terrestrial,T7,T7.4,ED2,1236,0,0.028143076
BAED203,A,Cork,Commercial forestry,Terrestrial,T7,T7.4,ED2,9146,1,0.208249655
BAED204,A,Cork,Commercial forestry,Terrestrial,T7,T7.4,ED2,1528,0,0.034791764
BAED206,A,Cork,Commercial forestry,Terrestrial,T7,T7.4,ED2,1447,0,0.032947436
BAED207,A,Cork,Commercial forestry,Terrestrial,T7,T7.4,ED2,1088,0,0.024773193
BAED208,A,Cork,Commercial forestry,Terrestrial,T7,T7.4,ED2,8016,1,0.182520144
BAED209,A,Cork,Commercial forestry,Terrestrial,T7,T7.4,ED2,5585,1,0.127167541
BAED210,A,Cork,Commercial forestry,Terrestrial,T7,T7.4,ED2,4417,0,0.100572789
BAED211,A,Cork,Commercial forestry,Terrestrial,T7,T7.4,ED2,10401,1,0.236825352
BAED212,A,Cork,Commercial forestry,Terrestrial,T7,T7.4,ED2,29629,3,0.674636895
BAED213,A,Cork,Commercial forestry,Terrestrial,T7,T7.4,ED2,8063,1,0.18359031
BAED216,A,Cork,Commercial forestry,Terrestrial,T7,T7.4,ED2,7490,1,0.170543398
BAED217,A,Cork,Commercial forestry,Terrestrial,T7,T7.4,ED2,1648,0,0.037524101
BAED218,A,Cork,Commercial forestry,Terrestrial,T7,T7.4,ED2,5292,1,0.120496083
BAED220,A,Cork,Commercial forestry,Terrestrial,T7,T7.4,ED2,2377,0,0.054123052
BABL301,A,Cork,Commercial forestry,Terrestrial,T7,T7.4,BL3,3358,0,0.076459911
BABL302,A,Cork,Commercial forestry,Terrestrial,T7,T7.4,BL3,16191,2,0.368660635
CAWS125,B,Wexford,Agriculture,Terrestrial,T3,T3.3,WS1,268,0,0.034028289
CAWS101,B,Wexford,Agriculture,Terrestrial,T3,T3.3,WS1,3467,1,0.440209249
CAWS102,B,Wexford,Agriculture,Terrestrial,T3,T3.3,WS1,1072,0,0.136113157
CAWS103,B,Wexford,Agriculture,Terrestrial,T3,T3.3,WS1,13912,0,1.766423728
CAWS104,B,Wexford,Agriculture,Terrestrial,T3,T3.3,WS1,46447,1,5.897432642
CAWS106,B,Wexford,Agriculture,Terrestrial,T3,T3.3,WS1,1467,5,0.186266792
CAWS110,B,Wexford,Agriculture,Terrestrial,T3,T3.3,WS1,2547,0,0.323395719
CAWS111,B,Wexford,Agriculture,Terrestrial,T3,T3.3,WS1,884,0,0.112242566
CAWS113,B,Wexford,Agriculture,Terrestrial,T3,T3.3,WS1,1900,0,0.241245334
CAWS114,B,Wexford,Agriculture,Terrestrial,T3,T3.3,WS1,4441,0,0.563879225
CAWS115,B,Wexford,Agriculture,Terrestrial,T3,T3.3,WS1,263,0,0.033393433
CAWS118,B,Wexford,Agriculture,Terrestrial,T3,T3.3,WS1,11521,0,1.462835521
CAWS120,B,Wexford,Agriculture,Terrestrial,T3,T3.3,WS1,1868,0,0.237182255
CAWS121,B,Wexford,Agriculture,Terrestrial,T3,T3.3,WS1,1670,0,0.212041951
CAGS401,B,Wexford,Agriculture,Terrestrial,T7,T7.5,GS4,10892,1,1.382970619
CAGS403,B,Wexford,Agriculture,Terrestrial,T7,T7.5,GS4,12933,1,1.642118896
CAGS404,B,Wexford,Agriculture,Terrestrial,T7,T7.5,GS4,2881,0,0.365804109
CAGS405,B,Wexford,Agriculture,Terrestrial,T7,T7.5,GS4,416,0,0.052820031
CALR403,B,Wexford,Agriculture,Transitional Marine-Terrestrial,MT1,MT1.3,LR4,5965,1,0.757383377
CAGS101,B,Wexford,Agriculture,Terrestrial,T7,T7.5,GS1,10207,1,1.295995327
CAGS102,B,Wexford,Agriculture,Terrestrial,T7,T7.5,GS1,6890,1,0.874831763
CAFS101,B,Wexford,Agriculture,Freshwater-Terrestrial,TF1,TF1.3,FS1,9547,1,1.212194317
CAGS204,B,Wexford,Agriculture,Terrestrial,T7,T7.5,GS2,1102,0,0.139922294
CAGS205,B,Wexford,Agriculture,Terrestrial,T7,T7.5,GS2,4700,0,0.596764773
CAGS209,B,Wexford,Agriculture,Terrestrial,T7,T7.5,GS2,1031,0,0.130907336
CAGS210,B,Wexford,Agriculture,Terrestrial,T7,T7.5,GS2,362,0,0.045963585
CAGS211,B,Wexford,Agriculture,Terrestrial,T7,T7.5,GS2,621,0,0.078849133
CAGS212,B,Wexford,Agriculture,Terrestrial,T7,T7.5,GS2,599,0,0.076055766
CAGS213,B,Wexford,Agriculture,Terrestrial,T7,T7.5,GS2,1132,0,0.14373143
CAGS216,B,Wexford,Agriculture,Terrestrial,T7,T7.5,GS2,1739,0,0.220802966
CAGS218,B,Wexford,Agriculture,Terrestrial,T7,T7.5,GS2,1192,0,0.151349704
CAGS219,B,Wexford,Agriculture,Terrestrial,T7,T7.5,GS2,1602,0,0.203407908
CAGS220,B,Wexford,Agriculture,Terrestrial,T7,T7.5,GS2,936,0,0.11884507
CAGS221,B,Wexford,Agriculture,Terrestrial,T7,T7.5,GS2,1267,0,0.160872546
CAGS222,B,Wexford,Agriculture,Terrestrial,T7,T7.5,GS2,616,0,0.078214277
CAGS224,B,Wexford,Agriculture,Terrestrial,T7,T7.5,GS2,1885,0,0.239340765
CAGS225,B,Wexford,Agriculture,Terrestrial,T7,T7.5,GS2,1466,0,0.186139821
CAGS226,B,Wexford,Agriculture,Terrestrial,T7,T7.5,GS2,2686,0,0.341044719
CABL301,B,Wexford,Agriculture,Terrestrial,T7,T7.4,BL3,377,0,0.047868153
CABL302,B,Wexford,Agriculture,Terrestrial,T7,T7.4,BL3,727,0,0.092308083
CABL303,B,Wexford,Agriculture,Terrestrial,T7,T7.4,BL3,221,0,0.028060641
CABC101,B,Wexford,Agriculture,Terrestrial,T7,T7.1,BC1,17174,2,2.180603875
CABC102,B,Wexford,Agriculture,Terrestrial,T7,T7.1,BC1,7808,1,0.991391351
CAHD101,B,Wexford,Agriculture,Terrestrial,T3,T3.3,HD1,3683,0,0.467635034
CAHD103,B,Wexford,Agriculture,Terrestrial,T3,T3.3,HD1,858,0,0.108941314
CAHD105,B,Wexford,Agriculture,Terrestrial,T3,T3.3,HD1,509,0,0.064628355
CAED301,B,Wexford,Agriculture,Terrestrial,T7,T7.4,ED3,9521,1,1.208893065
CAED303,B,Wexford,Agriculture,Terrestrial,T7,T7.4,ED3,558,0,0.070849945
CAED305,B,Wexford,Agriculture,Terrestrial,T7,T7.4,ED3,740,0,0.093958709
CAED308,B,Wexford,Agriculture,Terrestrial,T7,T7.4,ED3,738,0,0.093704766
CAED309,B,Wexford,Agriculture,Terrestrial,T7,T7.4,ED3,1221,0,0.15503187
CAED311,B,Wexford,Agriculture,Terrestrial,T7,T7.4,ED3,722,0,0.091673227
CAGA103,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,6075,1,0.771350212
CAGA104,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,6916,1,0.878133015
CAGA105,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,7742,1,0.98301125
CAGA107,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,3638,0,0.461921329
CAGA108,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,7614,1,0.966758932
CAGA110,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,3370,0,0.427893039
CAGA111,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,5563,1,0.706340943
CAGA112,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,1234,0,0.156682496
CAGA113,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,11064,1,1.40480967
CAGA114,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,4281,0,0.543563828
CAGA115,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,6416,1,0.814647401
CAGA116,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,2926,0,0.371517814
CAGA117,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,3648,0,0.463191041
CAGA119,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,1025,0,0.130145509
CAGA121,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,2999,0,0.380786714
CAGA122,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,5102,0,0.647807207
CAGA123,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,4181,0,0.530866706
CAGA126,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,2811,0,0.356916123
CAGA127,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,4440,0,0.563752254
CAGA128,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,5500,1,0.698341756
CAGA129,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,16711,2,2.121816196
CAGA131,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,5187,1,0.658599761
CAGA132,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,20292,2,2.576500165
CAGA133,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,8917,1,1.132202443
CAGA134,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,8287,1,1.052210569
CAGA135,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,17898,2,2.272531044
CAGA136,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,1210,0,0.153635186
CAGA137,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,6041,1,0.76703319
CAGA138,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,10600,1,1.34589502
CAGA139,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,6910,1,0.877371188
CAGA140,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,5028,0,0.638411336
CAGA141,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,14486,1,1.839305213
CAGA143,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,4871,0,0.618476853
CAGA144,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,9516,1,1.208258209
CAGA147,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,6931,1,0.880037583
CAGA148,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,8513,1,1.080906067
CAGA149,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,6665,1,0.846263237
CAGA150,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,5057,1,0.642093502
CAGA152,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,1793,0,0.227659412
CAGA153,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,16618,2,2.110007872
CAGA154,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,10870,1,1.380177252
CAGA156,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,12028,1,1.527209934
CAGA157,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,14648,1,1.859874552
CAGA158,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,5843,1,0.741892887
CAGA161,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,5828,1,0.739988319
CAGA164,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,3300,0,0.419005053
CAGA166,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,2678,0,0.340028949
CAGA187,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,2408,0,0.305746718
CAGA168,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,5161,1,0.655298509
CAGA171,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,8016,1,1.017801366
CAGA172,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,12134,1,1.540668884
CAGA174,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,6659,1,0.845501409
CAGA175,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,6072,1,0.770969298
CAGA176,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,4553,0,0.578100003
CAGA177,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,6349,1,0.806140329
CAGA178,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,7957,1,1.010310064
CAGA179,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,3448,0,0.437796795
CAGA182,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,7688,1,0.976154803
CAGA183,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,2111,0,0.268036263
CAGA184,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,1715,0,0.217755657
CAGA185,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,474,0,0.060184362
CAGA186,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,1033,0,0.131161279
CAGA187,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,2355,0,0.299017243
CAGA188,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,8659,1,1.099443866
CAGA189,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,7574,1,0.961680083
CAGA190,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,5462,1,0.693516849
CAGA191,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,16478,2,2.0922319
CAGA192,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,3847,0,0.488458315
CAGA193,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,7434,1,0.943904111
CAGA194,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,4631,0,0.588003758
CAGA195,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,1662,0,0.211026181
CAGA196,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,9710,1,1.232890627
CAGA198,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,11982,1,1.521369258
CAGA199,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,4706,0,0.5975266
CAGA1100,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,6073,1,0.77109627
CAGA1101,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,16828,2,2.13667183
CAGA1104,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,7370,1,0.935777953
CAGA1105,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,10423,1,1.323421113
CAGA1106,B,Wexford,Agriculture,Terrestrial,T7,T7.2,GA1,11667,1,1.481373321
CAED201,B,Wexford,Agriculture,Terrestrial,T7,T7.4,ED2,4280,0,0.543436857
CAED203,B,Wexford,Agriculture,Terrestrial,T7,T7.4,ED2,5002,1,0.635110084
CAED204,B,Wexford,Agriculture,Terrestrial,T7,T7.4,ED2,6978,1,0.886005231
CAED208,B,Wexford,Agriculture,Terrestrial,T7,T7.4,ED2,3952,0,0.501790294
CAED212,B,Wexford,Agriculture,Terrestrial,T7,T7.4,ED2,783,0,0.099418472
CAED215,B,Wexford,Agriculture,Terrestrial,T7,T7.4,ED2,1424,0,0.180807029
COWS501,C,Galway,Commercial forestry,Terrestrial,T3,T3.3,WS5,352740,35,1.613277004
COWS502,C,Galway,Commercial forestry,Terrestrial,T3,T3.3,WS5,134720,13,0.616149793
COWS504,C,Galway,Commercial forestry,Terrestrial,T3,T3.3,WS5,19095,2,0.087332098
COWS505,C,Galway,Commercial forestry,Terrestrial,T3,T3.3,WS5,12972,1,0.0593282
COWS507,C,Galway,Commercial forestry,Terrestrial,T3,T3.3,WS5,58550,6,0.267781847
COWS508,C,Galway,Commercial forestry,Terrestrial,T3,T3.3,WS5,26140,3,0.119552818
COWS509,C,Galway,Commercial forestry,Terrestrial,T3,T3.3,WS5,102236,10,0.467582321
COWS510,C,Galway,Commercial forestry,Terrestrial,T3,T3.3,WS5,302763,30,1.384704273
COWS511,C,Galway,Commercial forestry,Terrestrial,T3,T3.3,WS5,21659,2,0.099058702
COWS512,C,Galway,Commercial forestry,Terrestrial,T3,T3.3,WS5,331661,33,1.516870965
COWD401,C,Galway,Commercial forestry,Terrestrial,T7,T7.3,WD4,96882,10,0.443095489
COWD402,C,Galway,Commercial forestry,Terrestrial,T7,T7.3,WD4,62705,6,0.286784982
COWD404,C,Galway,Commercial forestry,Terrestrial,T7,T7.3,WD4,170003,17,0.777518655
COWD405,C,Galway,Commercial forestry,Terrestrial,T7,T7.3,WD4,22410,2,0.102493445
COWD409,C,Galway,Commercial forestry,Terrestrial,T7,T7.3,WD4,54106,5,0.247456953
COWD410,C,Galway,Commercial forestry,Terrestrial,T7,T7.3,WD4,4071,0,0.018618956
COWD411,C,Galway,Commercial forestry,Terrestrial,T7,T7.3,WD4,33499,3,0.153209634
COWD413,C,Galway,Commercial forestry,Terrestrial,T7,T7.3,WD4,19620,2,0.089733217
COWD414,C,Galway,Commercial forestry,Terrestrial,T7,T7.3,WD4,98135,10,0.448826157
COWD416,C,Galway,Commercial forestry,Terrestrial,T7,T7.3,WD4,32780,3,0.149921246
COWD417,C,Galway,Commercial forestry,Terrestrial,T7,T7.3,WD4,71856,7,0.328637615
COWD419,C,Galway,Commercial forestry,Terrestrial,T7,T7.3,WD4,24042,2,0.109957492
COWD420,C,Galway,Commercial forestry,Terrestrial,T7,T7.3,WD4,25759,3,0.117810292
COWD421,C,Galway,Commercial forestry,Terrestrial,T7,T7.3,WD4,194906,20,0.891413981
COWD422,C,Galway,Commercial forestry,Terrestrial,T7,T7.3,WD4,588655,59,2.692248043
COWD424,C,Galway,Commercial forestry,Terrestrial,T7,T7.3,WD4,150093,15,0.686459107
COWD426,C,Galway,Commercial forestry,Terrestrial,T7,T7.3,WD4,166524,17,0.761607245
COWD427,C,Galway,Commercial forestry,Terrestrial,T7,T7.3,WD4,301502,30,1.378937016
COWD430,C,Galway,Commercial forestry,Terrestrial,T7,T7.3,WD4,225107,23,1.029540019
COWD431,C,Galway,Commercial forestry,Terrestrial,T7,T7.3,WD4,293798,29,1.343702322
COWD432,C,Galway,Commercial forestry,Terrestrial,T7,T7.3,WD4,111001,11,0.50766956
COWD433,C,Galway,Commercial forestry,Terrestrial,T7,T7.3,WD4,80594,8,0.368601369
COWD434,C,Galway,Commercial forestry,Terrestrial,T7,T7.3,WD4,138134,14,0.631763921
COWD435,C,Galway,Commercial forestry,Terrestrial,T7,T7.3,WD4,101492,10,0.464179593
COWD436,C,Galway,Commercial forestry,Terrestrial,T7,T7.3,WD4,214029,21,0.978874139
COWD440,C,Galway,Commercial forestry,Terrestrial,T7,T7.3,WD4,810447,81,3.706626716
COWD441,C,Galway,Commercial forestry,Terrestrial,T7,T7.3,WD4,780151,78,3.568066189
COWD442,C,Galway,Commercial forestry,Terrestrial,T7,T7.3,WD4,290933,29,1.330599077
COWD443,C,Galway,Commercial forestry,Terrestrial,T7,T7.3,WD4,3737,0,0.017091388
COWD444,C,Galway,Commercial forestry,Terrestrial,T7,T7.3,WD4,3503,0,0.016021175
COWD445,C,Galway,Commercial forestry,Terrestrial,T7,T7.3,WD4,373668,37,1.708992435
COWD448,C,Galway,Commercial forestry,Terrestrial,T7,T7.3,WD4,1475005,148,6.746021564
COWD449,C,Galway,Commercial forestry,Terrestrial,T7,T7.3,WD4,802190,80,3.668862844
COWD450,C,Galway,Commercial forestry,Terrestrial,T7,T7.3,WD4,16528,2,0.075591774
COWD451,C,Galway,Commercial forestry,Terrestrial,T7,T7.3,WD4,511110,51,2.337591453
COWD452,C,Galway,Commercial forestry,Terrestrial,T7,T7.3,WD4,145757,15,0.666628157
COWD454,C,Galway,Commercial forestry,Terrestrial,T7,T7.3,WD4,71424,7,0.326661838
